id,prompt,permutations
633085f06202f57d28a812623da443d2,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the description with ""this is a new block description for this block"", and then go modify the name, and replace with the new value ""new name"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""this is a new block description for this block"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""description"", ""value"": ""this is a new block description for this block""}}, {""property_2"": {""a"": ""name"", ""b"": ""new name""}}]"
4c78f1a28c4f35e1cef404f832d854ca,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the description with ""this is a new block description for this block"", and then go modify the description, and replace with the new value ""new description"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""this is a new block description for this block"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""new description"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""description"", ""value"": ""this is a new block description for this block""}}, {""property_2"": {""a"": ""description"", ""b"": ""new description""}}]"
be6eab2e4c2ef70a7d8a7bb598f44acb,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the folder_path with ""allblocks/new"", and then go modify the name, and replace with the new value ""new name"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""folder_path"",
    ""new value"": ""allblocks/new"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""folder_path"", ""value"": ""allblocks/new""}}, {""property_2"": {""a"": ""name"", ""b"": ""new name""}}]"
af0f1e86274efb57efa2ba963162948b,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the folder_path with ""allblocks/new"", and then go modify the description, and replace with the new value ""new description"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""folder_path"",
    ""new value"": ""allblocks/new"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""new description"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""folder_path"", ""value"": ""allblocks/new""}}, {""property_2"": {""a"": ""description"", ""b"": ""new description""}}]"
b77345d970d8388caa0403123b338885,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the formula with ""BY[....dwadawdaw]"", and then go modify the name, and replace with the new value ""new name"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""formula"",
    ""new value"": ""BY[....dwadawdaw]"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""formula"", ""value"": ""BY[....dwadawdaw]""}}, {""property_2"": {""a"": ""name"", ""b"": ""new name""}}]"
59dcda805c5220104333f6443e663c05,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the formula with ""BY[....dwadawdaw]"", and then go modify the description, and replace with the new value ""new description"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""formula"",
    ""new value"": ""BY[....dwadawdaw]"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""new description"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""formula"", ""value"": ""BY[....dwadawdaw]""}}, {""property_2"": {""a"": ""description"", ""b"": ""new description""}}]"
328e6911844b094317c2cb650637a281,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the name with ""new name of block"", and then go modify the name, and replace with the new value ""new name"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name of block"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""name"", ""value"": ""new name of block""}}, {""property_2"": {""a"": ""name"", ""b"": ""new name""}}]"
0bab4e39f7e129eeb1683aec5461c51f,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the name with ""new name of block"", and then go modify the description, and replace with the new value ""new description"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name of block"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""new description"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""name"", ""value"": ""new name of block""}}, {""property_2"": {""a"": ""description"", ""b"": ""new description""}}]"
9af94b061f424c2ba3b78e8da86107a7,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the setting a with ""TRUE"", and then go modify the name, and replace with the new value ""new name"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""setting a"",
    ""new value"": ""TRUE"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""name"",
    ""new value"": ""new name"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""setting a"", ""value"": ""TRUE""}}, {""property_2"": {""a"": ""name"", ""b"": ""new name""}}]"
dd3c486f29d07a98bc492b59f9227a41,"# Persona
You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.

# Goal
Your goal is to edit 2 metadata of inside the Dimension called ""Region"".

# Instructions
On the block named ""Region"", Modify the setting a with ""TRUE"", and then go modify the description, and replace with the new value ""new description"".

# End result
The end result state of the app you would like to achieve:
[
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""setting a"",
    ""new value"": ""TRUE"",
  },
  {
    ""block_type"":""Dimension"",
    ""name"": ""Region"",
    ""metadata to update"": ""description"",
    ""new value"": ""new description"",
  }
]","[{""persona"": ""You are a senior modeler at Pigment. You know everything there is to know about Pigment. You explain yourself very clearly.""}, {""block_type_and_name"": {""type"": ""Dimension"", ""name"": ""Region""}}, {""metadata"": {""name"": ""setting a"", ""value"": ""TRUE""}}, {""property_2"": {""a"": ""description"", ""b"": ""new description""}}]"
